descricaoEmpresaTI,descritivoSoftware,nomeEnte,codigoUnidade,nomeUnidade,descricaoTipoUnidade,Assunto,ultimoEnvio,ultimoanomes
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88218521,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:52:28.137,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88213553,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:24:08.393,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88212384,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:13:10.300,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88213351,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:23:37.863,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88212508,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:14:03.080,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88218243,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:51:24.620,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88218249,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:51:26.150,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88218504,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:52:17.420,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88218324,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:51:39.163,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88210468,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:55:30.773,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207630,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:39:16.417,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88218529,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:52:34.040,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88218366,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:51:46.490,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88215182,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:31:13.980,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88218544,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:52:44.787,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88213339,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:23:33.687,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88218568,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:52:57.030,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88210585,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:56:04.047,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88214957,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:29:49.827,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88210710,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:56:54.660,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207396,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:38:28.087,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88210868,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:57:26.670,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88212568,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:14:28.053,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88213608,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:24:17.623,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88218399,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:51:53.480,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88210620,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:56:19.663,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207484,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:38:51.523,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88212399,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:13:16.603,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88212493,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:13:53.697,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88218429,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:52:00.690,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88218488,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:52:11.603,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88214929,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:29:37.390,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88210643,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:56:32.250,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88214888,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:29:20.373,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207306,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:38:07.420,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88212367,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:13:03.887,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88213257,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:23:02.147,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88212401,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:13:17.380,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207751,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:39:29.780,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207798,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:39:42.570,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207310,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:38:08.880,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88218253,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:51:27.780,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207369,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:38:22.090,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88212597,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:14:40.147,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207230,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:37:49.443,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88212451,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:13:36.737,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207320,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:38:10.620,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207820,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:39:45.860,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88213239,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:22:55.143,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207536,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:39:01.387,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88218524,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:52:29.700,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207241,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:37:51.913,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88212622,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:14:50.137,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207885,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:39:55.480,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207261,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:37:56.293,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88213661,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:24:38.327,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207510,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:38:56.360,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88210612,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:56:16.493,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207844,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:39:49.637,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88213331,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:23:29.260,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88210571,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:55:59.810,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88213286,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:23:12.500,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88218523,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:52:28.900,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88212440,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:13:33.023,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88218453,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:52:05.143,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88212632,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:14:53.897,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207621,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:39:15.217,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88213229,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:22:50.307,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88210622,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:56:20.537,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88213594,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:24:15.243,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88218087,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:50:41.933,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88210534,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:55:47.713,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88215128,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:30:57.200,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88210833,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:57:19.957,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88215151,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:31:04.767,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88213232,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:22:51.463,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88212393,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:13:14.187,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207549,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:39:02.957,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88212479,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:13:46.467,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88218562,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:52:54.917,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88218350,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:51:43.983,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207295,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:38:05.033,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207214,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:37:45.083,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88218516,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:52:24.503,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88213233,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:22:52.230,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88212576,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:14:32.650,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88213237,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:22:53.643,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88214945,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:29:45.080,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88210629,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:56:24.490,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88210413,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:55:17.703,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207908,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:40:02.377,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88210528,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:55:46.130,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88212371,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:13:04.873,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88215166,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:31:09.543,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88210607,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:56:14.213,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207207,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:37:43.597,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207903,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:40:00.530,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88218582,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:53:02.863,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207162,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:37:34.467,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207196,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:37:41.160,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88210879,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:57:28.997,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88210855,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:57:24.213,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88215007,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:30:08.117,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88213310,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:23:24.830,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88212548,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:14:20.270,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207890,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:39:57.493,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88210475,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:55:32.900,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88214937,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:29:41.867,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88210592,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:56:06.833,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207390,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:38:26.670,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88218506,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:52:18.840,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207552,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:39:03.730,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88213406,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:23:44.063,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88210614,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:56:17.530,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88210567,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:55:57.650,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88213242,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:22:55.857,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88207645,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:39:17.850,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88210603,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 10:56:11.840,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88212605,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:14:43.830,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88215044,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:30:27.073,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88218528,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:52:33.210,0
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,teste,-88213336,Descarte remessa: Prefeitura Municipal de Ibicaré ano/mês: 202506,Desenvolvimento UG,Plano de Cargos,2025-06-03 11:23:31.527,0
